0.100077,111.424
0.158499,104.358
0.251272,106.381
0.398176,106.661
0.630784,111.346
1.00004,115.519
1.58491,121.627
2.51194,129.859
3.98101,143.126
6.3094,165.044
9.99989,196.568
15.8493,225.811
19.9995,240.714
